code_system,code,display,classification,review_reason
SNOMED,425196008,Insertion of peripherally inserted central catheter (procedure),,
SNOMED,429653007,Repair of reducible inguinal hernia (procedure),,
SNOMED,54319003,Disruptive behavior disorder (disorder),,
SNOMED,60899001,Hypertensive heart disease without congestive heart failure (disorder),,
SNOMED,61401005,Gastric hemorrhage (disorder),,
SNOMED,72093006,Administration of vaccine product containing only Human poliovirus antigen (procedure),,
SNOMED,74770008,Exploratory laparotomy (procedure),,
SNOMED,81531005,Diabetes mellitus type 2 in obese (disorder),,
SNOMED,86259008,Biopsy of liver (procedure),,
SNOMED,386804004,Disorder of menstruation (disorder),,
SNOMED,64298006,Acquired deformity of distal interphalangeal joint of finger due to trauma (disorder),,
SNOMED,200722003,Pyogenic granuloma (disorder),,
SNOMED,20824003,Chronic cholecystitis (disorder),,
SNOMED,284549007,Laceration of hand (disorder),,
SNOMED,29753000,Focal onset epileptic seizure (finding),,
SNOMED,36715001,Erythema multiforme (disorder),,
SNOMED,42982001,Sialoadenitis (disorder),,
SNOMED,444967008,Hypoplasia of maxillary bone (disorder),,
SNOMED,50172003,Lumbar spinal fusion (procedure),,
SNOMED,51226000,Round hole of retina without detachment (disorder),,
SNOMED,66347000,Impulse control disorder (disorder),,
SNOMED,72325004,Cyst of thyroid (disorder),,
SNOMED,91945006,Articular disc disorder of temporomandibular joint (disorder),,
SNOMED,119954001,Adenoid excision (procedure),,
SNOMED,126885006,Neoplasm of urinary bladder (disorder),,
SNOMED,161469008,History of depression (situation),,
SNOMED,161511000,History of transient ischemic attack (situation),,
SNOMED,161685006,History of tracheostomy (situation),,
SNOMED,173171007,Lobectomy of lung (procedure),,
SNOMED,189948006,Schwannoma (disorder),,
SNOMED,20425006,Labyrinthine disorder (disorder),,
SNOMED,240215009,Prolapsed cervical intervertebral disc (disorder),,
SNOMED,249918006,Shoulder stiff (finding),,
SNOMED,267612009,"Degeneration of macula due to cyst, hole or pseudohole (disorder)",,
SNOMED,277466009,Lymphoproliferative disorder (disorder),,
SNOMED,304026004,Varicose ulcer of lower extremity (disorder),,
SNOMED,309246000,Osteoarthritis of foot joint (disorder),,
SNOMED,39839004,Diaphragmatic hernia (disorder),,
SNOMED,428163005,Hypertensive left ventricular hypertrophy (disorder),,
SNOMED,428869006,Mixed rhinitis (disorder),,
SNOMED,443503005,Periumbilical pain (finding),,
SNOMED,52910006,Anxiety disorder due to a general medical condition (disorder),,
SNOMED,72900001,Familial multiple polyposis syndrome (disorder),,
SNOMED,93458008,Foreign body in skin (disorder),,
SNOMED,125619004,Traumatic dislocation of joint of finger (disorder),,
SNOMED,128054009,Deep venous thrombosis of upper extremity (disorder),,
SNOMED,17849001,Fetal and/or neonatal disorder of respiratory system (disorder),,
SNOMED,213082003,Prosthetic joint dislocation (disorder),,
SNOMED,21711003,Hydrosalpinx (disorder),,
SNOMED,247154004,Macular drusen (finding),,
SNOMED,263199001,Fracture of distal end of radius (disorder),,
SNOMED,26786002,Scleral buckling (procedure),,
SNOMED,303081002,Neurogenic claudication (finding),,
SNOMED,311897005,Sacral dimple (finding),,
SNOMED,314116003,Post infarct angina (disorder),,
SNOMED,363410008,Malignant neoplasm of sigmoid colon (disorder),,
SNOMED,370244001,Superficial laceration of hand (disorder),,
SNOMED,371040005,Thrombotic stroke (disorder),,
SNOMED,387603000,Impairment of balance (finding),,
SNOMED,418189009,Child abuse (event),,
SNOMED,425771001,Enlarging abdominal aortic aneurysm (disorder),,
SNOMED,449082003,Sepsis caused by Gram negative bacteria (disorder),,
SNOMED,61267008,Retinal neovascularization (disorder),,
SNOMED,70068004,Persistent occipitoposterior position (disorder),,
SNOMED,74333002,Spasmodic torticollis (disorder),,
SNOMED,766877008,Constantly crying infant (finding),,
SNOMED,93448009,Superficial ulcer of skin (disorder),,
SNOMED,28835009,Retinitis pigmentosa (disorder),,
SNOMED,398100001,Hereditary motor and sensory neuropathy (disorder),,
SNOMED,425878001,Cervical disc disorder (disorder),,
SNOMED,81512004,Loose body in knee (disorder),,
SNOMED,87979003,Cleft palate (disorder),,
SNOMED,213121005,Prosthetic joint infection (disorder),,
SNOMED,33118001,Closed fracture of acetabulum (disorder),,
SNOMED,39848009,Whiplash injury to neck (disorder),,
SNOMED,405772002,Congenital kyphoscoliosis (disorder),,
SNOMED,40799003,Subacromial bursitis (disorder),,
SNOMED,429494008,Postoperative seroma (disorder),,
SNOMED,444552001,Hyperplasia of mandibular bone (disorder),,
SNOMED,44730006,Uremia (disorder),,
SNOMED,57773001,Rectal prolapse (disorder),,
SNOMED,58554001,Empyema of pleura (disorder),,
SNOMED,596004,Premenstrual dysphoric disorder (disorder),,
SNOMED,61261009,Hemolytic anemia (disorder),,
SNOMED,67531005,Spina bifida (disorder),,
SNOMED,68854005,Closed fracture of head of radius (disorder),,
SNOMED,111640008,Closed fracture of radius (disorder),,
SNOMED,11980003,Burn of foot (disorder),,
SNOMED,125598003,Injury of wrist (disorder),,
SNOMED,127189005,Axillary lymphadenopathy (disorder),,
SNOMED,127199000,Inguinal lymphadenopathy (disorder),,
SNOMED,16146001,Viral bronchitis (disorder),,
SNOMED,193341001,Horseshoe retinal tear without detachment (disorder),,
SNOMED,21234008,Congenital stenosis of aorta (disorder),,
SNOMED,235921003,Biliary stricture (disorder),,
SNOMED,238108007,Cachexia (finding),,
SNOMED,238318009,Continuous ambulatory peritoneal dialysis (procedure),,
SNOMED,238744006,Comedonal acne (disorder),,
SNOMED,239816008,Synovitis of elbow (disorder),,
SNOMED,246813002,Ptosis of eyebrow (finding),,
SNOMED,27741009,Calcific tendinitis of shoulder (disorder),,
SNOMED,29951006,Chronic laryngitis (disorder),,
SNOMED,307608006,Ewing's sarcoma of bone (disorder),,
SNOMED,36583000,Mixed bipolar I disorder in partial remission (disorder),,
SNOMED,367498001,Seasonal allergic rhinitis (disorder),,
SNOMED,415530009,Simple obesity (disorder),,
SNOMED,426525004,Sustained ventricular tachycardia (disorder),,
SNOMED,430715008,Bariatric operative procedure (procedure),,
SNOMED,441794001,Incomplete quadriplegia due to spinal cord lesion between fifth and seventh cervical vertebra (disorder),,
SNOMED,444658006,Nonsustained ventricular tachycardia (disorder),,
SNOMED,80098002,Diffuse Lewy body disease (disorder),,
SNOMED,846645002,Tenosynovitis of elbow (disorder),,
SNOMED,85649008,Megaloblastic anemia due to folate deficiency (disorder),,
SNOMED,86414002,Contracture of joint of hand (disorder),,
SNOMED,89580002,Cryptogenic cirrhosis (disorder),,
SNOMED,91950000,Atrophy of edentulous alveolar ridge (disorder),,
SNOMED,109894007,Retained placenta (disorder),,
SNOMED,118938008,Disorder of mouth (disorder),,
SNOMED,1234783007,Organic mental disorder caused by ethanol (disorder),,
SNOMED,13094009,Neonatal apnea (finding),,
SNOMED,161687003,History of colostomy (situation),,
SNOMED,195878008,Pneumonia and influenza (disorder),,
SNOMED,206209004,Fracture of clavicle due to birth trauma (disorder),,
SNOMED,236632007,Functional disorder of urinary bladder (disorder),,
SNOMED,239160006,Wound hematoma (finding),,
SNOMED,267779003,Cellulitis and abscess of neck (disorder),,
SNOMED,271972006,Disorder of urethral catheter (disorder),,
SNOMED,282299006,Unable to balance (finding),,
SNOMED,307140009,Acute non-Q wave infarction (disorder),,
SNOMED,309521004,Numbness of hand (finding),,
SNOMED,309587003,Calcification of breast (disorder),,
SNOMED,310582005,Implantation of intravenous dual chamber permanent cardiac pacemaker (procedure),,
SNOMED,313080005,Work-related counseling (procedure),,
SNOMED,35999006,Blighted ovum (disorder),,
SNOMED,371136004,Disorder of tooth development (disorder),,
SNOMED,387637008,Effusion of joint (disorder),,
SNOMED,415352004,Rotator cuff tear arthropathy (disorder),,
SNOMED,419145002,Nightmares (finding),,
SNOMED,426936004,Smoke inhalation injury (disorder),,
SNOMED,428671008,Arthropathy of lumbar facet joint (disorder),,
SNOMED,61347001,Acute duodenal ulcer with perforation (disorder),,
SNOMED,64411004,Hepatitis C antibody measurement (procedure),,
SNOMED,72010008,Removal of internal fixation device (procedure),,
SNOMED,77674003,Hemianopia (finding),,
SNOMED,91251008,Physical therapy procedure (regime/therapy),,
SNOMED,94503003,Metastatic malignant neoplasm to prostate (disorder),,
SNOMED,111591002,Hypertrophy of adenoids (disorder),,
SNOMED,14357004,Ischemic optic neuropathy (disorder),,
SNOMED,298171004,Inflammation of joint of ankle (finding),,
SNOMED,32595002,Mononeuritis (disorder),,
SNOMED,36171008,Glomerulonephritis (disorder),,
SNOMED,40178009,Allergic urticaria (disorder),,
SNOMED,59026006,Blepharospasm (disorder),,
SNOMED,6654000,Acquired hallux rigidus (disorder),,
SNOMED,66889002,Terminal esophageal web (disorder),,
SNOMED,77182004,Membranous glomerulonephritis (disorder),,
SNOMED,781187003,Non-healing surgical wound (finding),,
SNOMED,79962008,Diffuse spasm of esophagus (disorder),,
SNOMED,1288045008,Well-differentiated neuroendocrine tumor (disorder),,
SNOMED,13973009,Tonic-clonic status epilepticus (finding),,
SNOMED,171207006,Depression screening (procedure),,
SNOMED,191821007,Opioid dependence in remission (disorder),,
SNOMED,20610004,Fourth nerve palsy (disorder),,
SNOMED,225562005,Pressure injury of sacral region of back (disorder),,
SNOMED,230465000,Migraine aura without headache (disorder),,
SNOMED,231470001,Anxiolytic dependence (disorder),,
SNOMED,26843008,Antiphospholipid syndrome (disorder),,
SNOMED,276369006,Reduced fetal movement (finding),,
SNOMED,29322000,Acute cerebrovascular insufficiency (disorder),,
SNOMED,301913002,Lesion of eyelid (disorder),,
SNOMED,398022005,Vaginal wall prolapse (disorder),,
SNOMED,40608009,Hypertropia (disorder),,
SNOMED,427649000,Calcium renal calculus (disorder),,
SNOMED,427858005,Family history of malignant melanoma (situation),,
SNOMED,44103008,Ventricular arrhythmia (disorder),,
SNOMED,444951002,Unsettled infant (finding),,
SNOMED,49512000,Depressed bipolar I disorder in partial remission (disorder),,
SNOMED,49526009,Presbycusis (disorder),,
SNOMED,4996001,Hypophosphatemia (disorder),,
SNOMED,65668001,Otorrhea (disorder),,
SNOMED,68978004,Hyperventilation (finding),,
SNOMED,72011007,Rheumatic aortic stenosis (disorder),,
SNOMED,724656006,Hypnotic dependence (disorder),,
SNOMED,74576004,Acquired thrombocytopenia (disorder),,
SNOMED,75934005,Metabolic disease (disorder),,
SNOMED,85216006,Displacement of cervical intervertebral disc without myelopathy (disorder),,
SNOMED,109913001,Benign neoplasm of meninges (disorder),,
SNOMED,12274003,Acute peptic ulcer with hemorrhage (disorder),,
SNOMED,1231325000,Amfetamine and/or amfetamine derivative dependence in remission (disorder),,
SNOMED,1231331002,Psychostimulant dependence in remission (disorder),,
SNOMED,1335874004,Early neonatal jaundice due to hereditary hemolytic anemia (disorder),,
SNOMED,162596006,Suspected victim of child abuse (situation),,
SNOMED,169565003,Pregnant - planned (finding),,
SNOMED,179342005,Knee joint operation (procedure),,
SNOMED,187734007,Malignant neoplasm of cardioesophageal junction of stomach (disorder),,
SNOMED,190818004,Waldenström macroglobulinemia (disorder),,
SNOMED,191919001,Episodic nondependent harmful pattern of use of cocaine (disorder),,
SNOMED,195788001,Recurrent sinusitis (disorder),,
SNOMED,19887002,Claustrophobia (disorder),,
SNOMED,200638004,Cellulitis and abscess of toe (disorder),,
SNOMED,206439006,Neonatal jaundice due to glucose-6-phosphate dehydrogenase deficiency (finding),,
SNOMED,254612002,Carcinoma of endocrine pancreas (disorder),,
SNOMED,262581006,Head burn (disorder),,
SNOMED,262582004,Burn of face (disorder),,
SNOMED,266464001,Hemorrhage of rectum and anus (disorder),,
SNOMED,26682008,Homozygous beta thalassemia (disorder),,
SNOMED,271943005,Carcinoma of base of tongue (disorder),,
SNOMED,274710003,Lung field abnormal (finding),,
SNOMED,27480002,Excision of bunion (procedure),,
SNOMED,295124009,Acetaminophen overdose (disorder),,
SNOMED,307116001,Heterozygous Factor V Leiden mutation (disorder),,
SNOMED,309537005,Numbness of lower limb (finding),,
SNOMED,315249005,Persistent breast nodularity (disorder),,
SNOMED,34165000,Gestational proteinuria (disorder),,
SNOMED,359532006,Rotator cuff impingement syndrome (disorder),,
SNOMED,413107006,Hepatitis C screening (procedure),,
SNOMED,415238003,Rapid eye movement sleep behavior disorder (disorder),,
SNOMED,425500002,Secondary progressive multiple sclerosis (disorder),,
SNOMED,429487005,Dependence on continuous positive airway pressure ventilation (finding),,
SNOMED,444816006,Embolism from thrombosis of vein of lower extremity (disorder),,
SNOMED,66485003,Retinal scar (disorder),,
SNOMED,71057007,Infection caused by Escherichia coli (disorder),,
SNOMED,76612001,Hypercoagulability state (finding),,
SNOMED,75789001,Onycholysis (disorder),,
SNOMED,14560005,Dermal mycosis (disorder),,
SNOMED,274770006,Alkaline phosphatase above reference range (finding),,
SNOMED,40257000,Contusion of shoulder region (disorder),,
SNOMED,429969003,Family history of polyp of colon (situation),,
SNOMED,49263001,Spermatocele (disorder),,
SNOMED,56819008,Endocarditis (disorder),,
SNOMED,65508009,Granuloma annulare (disorder),,
SNOMED,68267002,Benign intracranial hypertension (disorder),,
SNOMED,70407001,Stridor (finding),,
SNOMED,734986006,Complex regional pain syndrome of lower limb (disorder),,
SNOMED,111411000,Postoperative urethral stricture (disorder),,
SNOMED,11429006,Consultation (procedure),,
SNOMED,129179000,Piriformis syndrome (disorder),,
SNOMED,194779001,Hypertensive heart and renal disease with (congestive) heart failure (disorder),,
SNOMED,194780003,Hypertensive heart and renal disease with renal failure (disorder),,
SNOMED,203640005,Idiopathic kyphoscoliosis (disorder),,
SNOMED,208271008,"Closed fracture distal humerus, lateral epicondyle (disorder)",,
SNOMED,214264003,Lethargy (finding),,
SNOMED,232720001,Coronary artery bypass grafts x 2 (procedure),,
SNOMED,239867006,Osteoarthritis of wrist (disorder),,
SNOMED,268533009,Sterilization education (procedure),,
SNOMED,274146004,Pathological fracture of vertebra (disorder),,
SNOMED,302826002,Adrenal cortical adenoma (disorder),,
SNOMED,363392002,Malignant neoplasm of oropharynx (disorder),,
SNOMED,386701004,Developmental articulation disorder (disorder),,
SNOMED,426646004,Compression fracture of lumbar spine (disorder),,
SNOMED,430705002,Family history of malignant neoplasm of ovary (situation),,
SNOMED,441530006,Chronic diastolic heart failure (disorder),,
SNOMED,441667007,Abnormal cervical Papanicolaou smear with human papillomavirus deoxyribonucleic acid detected (finding),,
SNOMED,444507004,Exposure to Mycobacterium tuberculosis (event),,
SNOMED,46578006,Lumbosacral radiculitis (disorder),,
SNOMED,5972002,Delay when starting to pass urine (finding),,
SNOMED,68372009,Upper respiratory tract obstruction (disorder),,
SNOMED,69430001,Abscess of vulva (disorder),,
SNOMED,70693003,At increased risk for impaired skin integrity (finding),,
SNOMED,74107003,Acromegaly (disorder),,
SNOMED,74686005,Mild depressed bipolar I disorder (disorder),,
SNOMED,81099000,Cervical arthrodesis (procedure),,
SNOMED,92439006,Benign neoplasm of thyroid gland (disorder),,
SNOMED,109428005,Perimembranous ventricular septal defect (disorder),,
SNOMED,1148649003,Poisoning caused by opioid receptor agonist (disorder),,
SNOMED,11836002,Primary bacterial peritonitis (disorder),,
SNOMED,11868005,Burn of multiple sites of trunk (disorder),,
SNOMED,1259918007,Fetal and/or early neonatal disorder due to disproportion during labor and/or delivery (disorder),,
SNOMED,1259919004,Fetal disorder due to disproportion during labor (disorder),,
SNOMED,1259921009,Fetal disorder due to malpresentation during labor (disorder),,
SNOMED,1259923007,Fetal disorder due to malpresentation during delivery (disorder),,
SNOMED,1259925000,Fetal disorder due to disproportion during delivery (disorder),,
SNOMED,1263633009,Fetal disorder due to malposition during labor (disorder),,
SNOMED,1263634003,Fetal disorder due to malposition during delivery (disorder),,
SNOMED,1263688008,Early neonatal disorder due to malpresentation during delivery (disorder),,
SNOMED,128069005,Injury of abdomen (disorder),,
SNOMED,1306548008,Malignant neoplasm of central portion of breast (disorder),,
SNOMED,1345083007,Dependence on corticosteroid due to harmful pattern of use (disorder),,
SNOMED,1345088003,Dependence on corticosteroid in therapeutic use (disorder),,
SNOMED,161670000,History of cornea recipient (situation),,
SNOMED,192073007,Change in personality (disorder),,
SNOMED,197155003,Intersphincteric fistula (disorder),,
SNOMED,197270009,Acute hepatic failure (disorder),,
SNOMED,208393000,Fracture of metacarpal bone (disorder),,
SNOMED,210560004,"Open wound of hand, excluding finger(s) (disorder)",,
SNOMED,233817007,Triple vessel disease of the heart (disorder),,
SNOMED,238080004,Hyperalphalipoproteinemia (disorder),,
SNOMED,238088006,Primary combined hyperlipidemia (disorder),,
SNOMED,254671003,Infection of sebaceous cyst (disorder),,
SNOMED,288252009,Maternal infection (situation),,
SNOMED,310439007,Urine cytology abnormal (finding),,
SNOMED,34020007,Pneumonia caused by Streptococcus (disorder),,
SNOMED,37320007,Loss of teeth (disorder),,
SNOMED,399957001,Peripheral arterial occlusive disease (disorder),,
SNOMED,400066006,Intraepithelial squamous cell carcinoma (disorder),,
SNOMED,4046000,Degenerative spondylolisthesis (disorder),,
SNOMED,423633003,Midline cystocele (disorder),,
SNOMED,443681002,Total replacement of left knee joint (procedure),,
SNOMED,44378008,Partial colectomy with anastomosis (procedure),,
SNOMED,47609003,Foreign body in esophagus (disorder),,
SNOMED,65124004,Swelling (finding),,
SNOMED,65358001,Acquired hallux valgus (disorder),,
SNOMED,71772004,Vasospasm (finding),,
SNOMED,8180007,Fiberoptic colonoscopy through colostomy (procedure),,
SNOMED,83132003,Upper abdominal pain (finding),,
SNOMED,871898007,Administration of vaccine product containing only live attenuated Human alphaherpesvirus 3 antigen (procedure),,
SNOMED,94180008,Metastatic malignant neoplasm to axilla (disorder),,
SNOMED,208929003,Closed traumatic dislocation of patellofemoral joint (disorder),,
SNOMED,123798002,Lumbosacral spondylosis (disorder),,
SNOMED,20165001,Hyperphosphatemia (disorder),,
SNOMED,26389007,Toxic multinodular goiter (disorder),,
SNOMED,39446004,Female infertility of tubal origin (disorder),,
SNOMED,40970001,Chronic osteomyelitis (disorder),,
SNOMED,442048005,Tenosynovitis of wrist (disorder),,
SNOMED,71760005,Cervico-occipital neuralgia (disorder),,
SNOMED,87614000,Pinguecula (disorder),,
SNOMED,94704006,Multiple myeloma in remission (disorder),,
SNOMED,128474007,Parathyroid adenoma (disorder),,
SNOMED,128540005,Hearing disorder (disorder),,
SNOMED,17551007,Chronic diarrhea of unknown origin (disorder),,
SNOMED,188241004,Malignant neoplasm of lateral wall of urinary bladder (disorder),,
SNOMED,19309007,Open angle glaucoma due to vascular disorder (disorder),,
SNOMED,195565004,Dilation of esophagus (procedure),,
SNOMED,247444006,Excoriation of skin (disorder),,
SNOMED,249274008,Urinary symptoms (finding),,
SNOMED,262520005,Thumb injury (disorder),,
SNOMED,2651006,Closed traumatic dislocation of elbow joint (disorder),,
SNOMED,269579005,Malignant melanoma of trunk (disorder),,
SNOMED,289922002,Mass of ovary (finding),,
SNOMED,301021005,Ulcer of toe (disorder),,
SNOMED,399081005,Common peroneal neuropathy (disorder),,
SNOMED,400122007,Primary cutaneous T-cell lymphoma (disorder),,
SNOMED,416030007,Cervicovaginal cytology: Low grade squamous intraepithelial lesion (finding),,
SNOMED,422426003,Facial nerve disorder (disorder),,
SNOMED,429589006,Left ventricular cardiac dysfunction (disorder),,
SNOMED,43769008,Mild mixed bipolar I disorder (disorder),,
SNOMED,443089001,Pseudoaneurysm (disorder),,
SNOMED,44946007,Repair of umbilical hernia (procedure),,
SNOMED,57781000,Disorder of vocal cord (disorder),,
SNOMED,81345003,Stenosis of lacrimal canaliculi (disorder),,
SNOMED,91273001,Lactic acidosis (disorder),,
SNOMED,91603007,Contusion of lower limb (disorder),,
SNOMED,95508001,Congenital obstruction of lacrimal canaliculus (disorder),,
SNOMED,95851007,Fracture of orbit (disorder),,
SNOMED,124042003,Lipid above reference range (finding),,
SNOMED,128078004,Polyradiculoneuropathy (disorder),,
SNOMED,199132007,Pregnancy-related glycosuria (disorder),,
SNOMED,202264009,Contracture of multiple joints (disorder),,
SNOMED,2070002,Burning sensation in eye (finding),,
SNOMED,233163003,Radiofrequency ablation operation for arrhythmia (procedure),,
SNOMED,233956002,Aortoiliac atherosclerosis (disorder),,
SNOMED,254553001,Carcinoma of cardia (disorder),,
SNOMED,266887003,Family history: Raised blood lipids (situation),,
SNOMED,274165007,Laceration of skin (disorder),,
SNOMED,28188001,Brain injury with open intracranial wound (disorder),,
SNOMED,297713002,Varicose veins of lower limb without ulcer and without inflammation (disorder),,
SNOMED,302229004,Salmonella food poisoning (disorder),,
SNOMED,310495003,Mild depression (disorder),,
SNOMED,312851005,Screening for disorder (procedure),,
SNOMED,34363003,Pruritus of vagina (disorder),,
SNOMED,369462000,Atypical hyperplasia of breast (disorder),,
SNOMED,372100004,Carcinoma of exocervix (disorder),,
SNOMED,373082000,Malignant neoplasm of upper inner quadrant of breast (disorder),,
SNOMED,37657006,Disorder of esophagus (disorder),,
SNOMED,40890009,Esophageal dysphagia (disorder),,
SNOMED,409666003,Pathological fracture of neck of femur (disorder),,
SNOMED,416113008,Febrile disorder (disorder),,
SNOMED,425832009,Psychophysiologic insomnia (disorder),,
SNOMED,442351006,Mental disorder caused by drug (disorder),,
SNOMED,442365008,Liveborn born in hospital by cesarean section (situation),,
SNOMED,443936004,Oligodendroglioma (disorder),,
SNOMED,47546008,Warfarin overdosage (disorder),,
SNOMED,53792000,Closed fracture of shaft of ulna (disorder),,
SNOMED,5552004,Disorder of ovary (disorder),,
SNOMED,62415009,Delayed articulatory and language development (finding),,
SNOMED,67406007,Disseminated intravascular coagulation (disorder),,
SNOMED,75053002,Acute febrile mucocutaneous lymph node syndrome (disorder),,
SNOMED,94820008,Neoplasm of uncertain behavior of endocrine gland (disorder),,
SNOMED,20639004,Candidiasis of esophagus (disorder),,
SNOMED,342070009,Closed fracture of foot (disorder),,
SNOMED,140004,Chronic pharyngitis (disorder),,
SNOMED,17883008,Sprain of hip (disorder),,
SNOMED,269062008,Closed fracture of cervical spine (disorder),,
SNOMED,269080004,Closed fracture of the distal humerus (disorder),,
SNOMED,269516007,Tongue carcinoma (disorder),,
SNOMED,271700006,Chorea (disorder),,
SNOMED,29717002,Premature beats (disorder),,
SNOMED,441124000,Mass of chest wall (finding),,
SNOMED,44169009,Loss of sense of smell (finding),,
SNOMED,49468007,Depressed bipolar I disorder (disorder),,
SNOMED,56265001,Heart disease (disorder),,
SNOMED,57207003,Bullous keratopathy (disorder),,
SNOMED,75229002,Hyphema (disorder),,
SNOMED,111496009,Syringomyelia (disorder),,
SNOMED,11251000,Cystitis caused by radiation (disorder),,
SNOMED,12584003,Bone pain (finding),,
SNOMED,12770006,Cyanotic congenital heart disease (disorder),,
SNOMED,15385006,Closed fracture of medial malleolus (disorder),,
SNOMED,160313009,Family history of osteoporosis (situation),,
SNOMED,17920008,Portal vein thrombosis (disorder),,
SNOMED,19354008,Ganglion cyst of tendon sheath (disorder),,
SNOMED,197866008,Diverticulum of urinary bladder (disorder),,
SNOMED,207938004,Closed fracture thoracic vertebra (disorder),,
SNOMED,250102002,Unstable knee (finding),,
SNOMED,26373009,Thrombosed external hemorrhoids (disorder),,
SNOMED,274663001,Acute pain (finding),,
SNOMED,279079003,Dysesthesia (finding),,
SNOMED,328383001,Chronic liver disease (disorder),,
SNOMED,40700009,Severe intellectual disability (disorder),,
SNOMED,428173007,Chronic hypoxemic respiratory failure (disorder),,
SNOMED,443719001,Leiomyosarcoma (disorder),,
SNOMED,52845002,Nephritis (disorder),,
SNOMED,61599003,Phlebitis (disorder),,
SNOMED,785277001,Harmful pattern of use of amfetamine and/or amfetamine derivative (disorder),,
SNOMED,80141007,Hemoglobinopathy (disorder),,
SNOMED,92030004,Benign neoplasm of brain (disorder),,
SNOMED,94147001,Mass of mediastinum (finding),,
SNOMED,94397007,Metastatic malignant neoplasm to lymph nodes of neck (disorder),,
SNOMED,95726001,Corneal scar (disorder),,
SNOMED,1149345007,Excessive weight gain measured during pregnancy (finding),,
SNOMED,1263728000,Fetal disorder due to polyhydramnios (disorder),,
SNOMED,128136007,Disorder of knee (disorder),,
SNOMED,129788004,Mammographic mass of breast (finding),,
SNOMED,134395001,Diabetic retinopathy screening (procedure),,
SNOMED,15886004,Screening for malignant neoplastic disease (procedure),,
SNOMED,171419001,Examination for population survey (procedure),,
SNOMED,177765008,Opening of chest (procedure),,
SNOMED,191894006,Episodic nondependent harmful pattern of use of cannabis (disorder),,
SNOMED,22591001,Degeneration of cartilage AND/OR meniscus of knee (disorder),,
SNOMED,237692001,Adrenocorticotropic hormone deficiency (disorder),,
SNOMED,24595009,Primary gout (disorder),,
SNOMED,2492009,Nutritional disorder (disorder),,
SNOMED,250980009,Cardioversion (procedure),,
SNOMED,271760008,Pustule (disorder),,
SNOMED,271771009,Joint swelling (finding),,
SNOMED,271989003,Disorder of breast implant (disorder),,
SNOMED,281544003,Strain of tendon of foot and ankle (disorder),,
SNOMED,29384001,Disorder of stomach (disorder),,
SNOMED,301183007,Bacterial endocarditis (disorder),,
SNOMED,30905007,Closed supracondylar fracture of femur (disorder),,
SNOMED,32984002,Neonatal polycythemia (disorder),,
SNOMED,371409005,Disorder of eye region (disorder),,
SNOMED,386662004,Pedal cycle accident (event),,
SNOMED,397541004,Severe visual impairment (disorder),,
SNOMED,397542006,Moderate visual impairment (disorder),,
SNOMED,398262004,Disruption of episiotomy wound in the puerperium (disorder),,
SNOMED,399305009,Nonsenile cataract (disorder),,
SNOMED,408647009,Adenocarcinoma of stomach (disorder),,
SNOMED,416920000,Obstruction of lacrimal canaliculus (disorder),,
SNOMED,417425009,Hemoglobin SS disease with crisis (disorder),,
SNOMED,428794004,Fistula (disorder),,
SNOMED,429975007,Oral phase dysphagia (disorder),,
SNOMED,430348006,Localized infection of skin AND/OR subcutaneous tissue (disorder),,
SNOMED,43724002,Chill (finding),,
SNOMED,442342003,Twin liveborn born in hospital by cesarean section (situation),,
SNOMED,443762000,Hypertrophic cardiomegaly (disorder),,
SNOMED,444661007,High risk pregnancy due to history of preterm labor (finding),,
SNOMED,45626005,Nontraumatic hemoperitoneum (disorder),,
SNOMED,51530003,Pneumonia caused by Escherichia coli (disorder),,
SNOMED,58000006,Patient discharge (procedure),,
SNOMED,68345001,Apraxia (finding),,
SNOMED,69352009,Varicose veins of lower extremity with ulcer AND inflammation (disorder),,
SNOMED,78559005,Operative procedure on shoulder region (procedure),,
SNOMED,78768009,Subconjunctival hemorrhage (disorder),,
SNOMED,82696006,Neonatal jaundice due to delayed conjugation from breast milk inhibitor (finding),,
SNOMED,83469008,Hyperinsulinism (disorder),,
SNOMED,94347008,Metastatic malignant neoplasm to intra-abdominal lymph nodes (disorder),,
SNOMED,11543004,Otosclerosis (disorder),,
SNOMED,30171000,Disorder of adrenal gland (disorder),,
SNOMED,37992001,Pancreatic insufficiency (disorder),,
SNOMED,399291005,Pharyngoesophageal diverticulum (disorder),,
SNOMED,432352001,Creatine kinase level above reference range (finding),,
SNOMED,45170000,Encephalitis (disorder),,
SNOMED,67536000,Arthropathy associated with a neurological disorder (disorder),,
SNOMED,712537009,Complex regional pain syndrome of upper limb (disorder),,
SNOMED,93469006,Hemangioma of liver (disorder),,
SNOMED,108034003,Excision of urinary bladder (procedure),,
SNOMED,111222003,Derangement of medial meniscus (disorder),,
SNOMED,119250001,Hypogammaglobulinemia (finding),,
SNOMED,160932005,Financial problem (finding),,
SNOMED,166584001,C-reactive protein outside reference range (finding),,
SNOMED,201954006,Traumatic arthropathy of ankle (disorder),,
SNOMED,202796002,Thoracic and lumbosacral neuritis (disorder),,
SNOMED,23407003,Congenital pes planus (disorder),,
SNOMED,266890009,Family history of alcoholism (situation),,
SNOMED,274228002,Suicide by drug overdose (event),,
SNOMED,27550009,Disorder of blood vessel (disorder),,
SNOMED,2904007,Male infertility (disorder),,
SNOMED,33167004,Complication of transplanted liver (disorder),,
